Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price
Hyundai Verna,2019.0,9645,1,PETROL,TS-08,Manual,Sedan,939000
Hyundai Grand i10,2018.0,11097,1,PETROL,DL-3C,Manual,HatchBack,503000
Honda WR-V,2017.0,40959,1,PETROL,KA-05,Manual,SUV,790000
Hyundai Elite i20,2016.0,21443,2,PETROL,TN-13,Manual,HatchBack,564000
Hyundai Verna,2018.0,46688,1,PETROL,PB-06,Manual,Sedan,672000
Renault Kwid,2018.0,34159,2,PETROL,RJ-45,Manual,HatchBack,303000
Maruti Baleno,2020.0,30469,1,PETROL,HR-82,Manual,HatchBack,664000
Hyundai i10,2010.0,17300,1,PETROL,AP-29,Manual,HatchBack,298000
Hyundai Grand i10,2017.0,80700,1,CNG,MH-04,Manual,HatchBack,448000
Ford FREESTYLE,2019.0,17523,1,PETROL,DL-10,Manual,SUV,583000
Maruti Baleno,2019.0,38658,1,PETROL,UP-32,Manual,HatchBack,552000
Hyundai Verna,2018.0,51078,1,PETROL,DL-3C,Manual,Sedan,390000
Maruti Swift,2012.0,89691,1,DIESEL,MH-12,Manual,HatchBack,454000
Maruti Baleno,2018.0,53715,4,CNG,TS-08,Manual,HatchBack,651000
Maruti Baleno,2017.0,47649,1,PETROL,MH-01,Manual,HatchBack,589000
Maruti Baleno,2017.0,37613,1,PETROL,TN-06,Manual,HatchBack,606000
Maruti Ertiga,2014.0,59133,1,CNG,MH-05,Manual,SUV,662000
Hyundai i10,2011.0,61609,2,PETROL,AP-28,Automatic,HatchBack,328000
Hyundai Verna,2020.0,17216,1,PETROL,MH-12,Automatic,Sedan,952000
Honda Brio,2015.0,73916,2,PETROL,KA-64,Manual,HatchBack,408000
Maruti Dzire,2019.0,27026,1,PETROL,DL-3C,Manual,Sedan,614000
Hyundai Elite i20,2018.0,41996,1,CNG,UP-16,Manual,HatchBack,619000
Renault Kwid,2021.0,25312,1,PETROL,GJ-03,Manual,HatchBack,403000
Hyundai Verna,2011.0,113536,3,DIESEL,KA-01,Manual,Sedan,327000
Tata Tiago,2019.0,42739,2,PETROL,TN-09,Manual,HatchBack,515000
Hyundai Grand i10,2014.0,59973,1,PETROL,TS-07,Manual,HatchBack,440000
Maruti Swift,2017.0,65034,1,PETROL,TN-22,Manual,HatchBack,559000
Hyundai Grand i10,2014.0,102126,1,PETROL,,Automatic,HatchBack,381000
Maruti Baleno,2017.0,50193,1,DIESEL,MH-12,Manual,HatchBack,687000
Maruti Swift,2013.0,45015,1,PETROL,DL-2C,Manual,HatchBack,340000
Maruti Ciaz,2017.0,56372,2,PETROL,HR-26,Automatic,Sedan,602000
Skoda Rapid,2021.0,14335,1,PETROL,CH-01,Automatic,Sedan,1098000
Hyundai Elite i20,2018.0,78662,1,CNG,HR-36,Manual,HatchBack,574000
Honda Amaze,2014.0,52597,2,PETROL,TS-09,Manual,Sedan,417000
Hyundai Grand i10,2016.0,57973,1,PETROL,MH-12,Manual,HatchBack,450000
Volkswagen Vento,2018.0,8548,2,PETROL,TS-06,Manual,Sedan,758000
Hyundai i20,2014.0,36766,2,PETROL,KA-51,Manual,HatchBack,525000
Hyundai NEW SANTRO,2019.0,22281,1,PETROL,PB-39,Manual,HatchBack,471000
Maruti Wagon R 1.0,2016.0,35690,2,PETROL,MH-14,Manual,HatchBack,410000
Maruti Dzire,2017.0,39051,1,PETROL,DL-1C,Automatic,Sedan,912000
Maruti Dzire,2017.0,42231,1,PETROL,DL-10,Automatic,Sedan,909000
Hyundai NEW SANTRO,2018.0,53605,1,PETROL,KA-01,Manual,HatchBack,489650
Hyundai GRAND I10 NIOS,2021.0,12295,1,CNG,MH-43,Manual,HatchBack,689000
Mahindra TUV300,2018.0,36242,1,DIESEL,UP-14,Automatic,SUV,794000
Maruti Swift,2017.0,124644,1,DIESEL,UP-16,Manual,HatchBack,486000
Maruti Swift,2015.0,62276,1,PETROL,DL-9C,Manual,HatchBack,402000
Tata TIGOR,2019.0,47174,1,CNG,TN-18,Manual,Sedan,897000
Maruti Swift,2021.0,42516,1,PETROL,TN-85,Manual,HatchBack,660000
Renault Kwid,2016.0,61496,2,PETROL,MH-12,Manual,HatchBack,283000
Honda City,2019.0,22758,1,PETROL,DL-3C,Manual,Sedan,362000
Mahindra XUV500,2018.0,43359,1,DIESEL,HR-26,Automatic,Lux_SUV,1192000
Maruti Swift Dzire,2011.0,83320,2,DIESEL,KA-03,Manual,Sedan,396000
Maruti Wagon R 1.0,2012.0,36703,1,PETROL,MH-31,Manual,HatchBack,274000
Toyota Glanza,2019.0,63600,1,PETROL,PB-02,Automatic,HatchBack,819000
Maruti Celerio,2017.0,120703,2,PETROL,,Automatic,HatchBack,407000
Hyundai Grand i10,2015.0,62252,1,PETROL,KL-07,Manual,HatchBack,470000
Maruti Alto,2012.0,74653,1,CNG,MH-12,Manual,HatchBack,212000
Maruti S PRESSO,2020.0,11274,2,PETROL,UP-32,Manual,HatchBack,397750
Maruti Dzire,2017.0,91412,2,PETROL,TN-14,Automatic,Sedan,545000
Hyundai Eon,2014.0,23518,2,PETROL,MH-02,Manual,HatchBack,239000
Maruti Wagon R 1.0,2014.0,53706,1,PETROL,MH-15,Manual,HatchBack,327000
Honda City,2014.0,119769,1,PETROL,,Automatic,Sedan,526000
Hyundai Elite i20,2015.0,102118,2,PETROL,,Manual,HatchBack,542000
Maruti Alto K10,2013.0,85808,1,PETROL,KL-22,Manual,HatchBack,243000
Hyundai i10,2011.0,54095,1,PETROL,DL-4C,Manual,HatchBack,205000
Hyundai Elite i20,2016.0,56136,2,PETROL,DL-10,Manual,HatchBack,523000
Hyundai Grand i10,2014.0,52676,2,PETROL,KA-04,Automatic,HatchBack,480000
Hyundai Verna,2014.0,22620,1,PETROL,KA-41,Manual,Sedan,603000
Hyundai NEW SANTRO,2019.0,147,2,PETROL,MH-12,Manual,HatchBack,531000
Maruti Celerio,2019.0,54938,1,CNG,MH-12,Manual,HatchBack,526350
Maruti Swift,2015.0,81442,1,PETROL,MH-01,Manual,HatchBack,382000
Maruti Alto 800,2013.0,64268,2,PETROL,AP-01,Manual,HatchBack,216000
Maruti Baleno,2019.0,33459,2,PETROL,HR-10,Manual,HatchBack,661000
Renault Kwid,2018.0,20207,1,PETROL,KL-39,Manual,HatchBack,373000
Datsun Go,2016.0,67429,1,PETROL,TS-10,Manual,HatchBack,300000
Hyundai Elite i20,2017.0,29201,2,PETROL,MH-02,Manual,HatchBack,561000
Maruti Wagon R 1.0,2011.0,47816,2,PETROL,HR-26,Manual,HatchBack,201750
Maruti Swift,2019.0,40584,1,PETROL,UP-53,Manual,HatchBack,561000
Maruti Wagon R 1.0,2011.0,75550,2,PETROL,TN-22,Manual,HatchBack,278000
Hyundai Elite i20,2019.0,81950,1,PETROL,GJ-05,Manual,HatchBack,613000
Maruti Ciaz,2018.0,52698,1,PETROL,DL-8C,Manual,Sedan,361000
Tata PUNCH,2022.0,10093,1,PETROL,TN-09,Manual,SUV,737000
Maruti Celerio X,2019.0,44363,1,PETROL,TS-09,Manual,HatchBack,556000
Honda City,2018.0,44163,1,PETROL,GJ-06,Manual,Sedan,670000
Maruti Swift Dzire,2013.0,108633,1,DIESEL,KL-67,Manual,Sedan,503000
Hyundai Santro Xing,2013.0,6111,2,PETROL,MH-43,Manual,HatchBack,226000
Maruti IGNIS,2022.0,12699,1,PETROL,TN-07,Manual,HatchBack,732000
Honda City,2021.0,22931,1,PETROL,KA-03,Manual,Sedan,681000
Toyota Glanza,2021.0,24378,1,PETROL,HR-82,Manual,HatchBack,759000
Maruti Baleno,2019.0,86165,1,PETROL,GJ-27,Manual,HatchBack,528350
Hyundai NEW SANTRO,2019.0,42285,1,PETROL,TS-07,Manual,HatchBack,491000
Maruti Vitara Brezza,2019.0,72577,1,DIESEL,TS-07,Automatic,SUV,960000
Toyota YARIS,2021.0,48897,1,PETROL,DL-1C,Automatic,Sedan,916000
Maruti Alto 800,2014.0,71218,1,PETROL,KA-05,Manual,HatchBack,295000
Maruti Celerio,2018.0,77377,1,PETROL,GJ-01,Manual,HatchBack,403000
Maruti Alto,2021.0,16516,1,CNG,DL-11,Manual,HatchBack,483000
Honda City,2018.0,68344,2,PETROL,DL-2C,Automatic,Sedan,856000
Tata ALTROZ,2021.0,60222,1,DIESEL,CH-01,Manual,HatchBack,789000
Hyundai Santro Xing,2010.0,81627,1,PETROL,AP-13,Manual,HatchBack,181000
Maruti IGNIS,2017.0,21221,1,PETROL,GJ-01,Automatic,HatchBack,524000
Hyundai Grand i10,2016.0,70454,2,PETROL,HR-26,Manual,HatchBack,392000
Hyundai Verna,2018.0,79110,2,DIESEL,HR-26,Automatic,Sedan,888000
Ford Ecosport,2017.0,33493,1,PETROL,KA-01,Automatic,SUV,777000
Honda Amaze,2015.0,31059,1,PETROL,DL-2C,Manual,Sedan,446000
Maruti Swift,2014.0,51105,2,PETROL,KA-03,Manual,HatchBack,472800
Maruti Zen Estilo,2010.0,100870,2,PETROL,,Manual,HatchBack,218000
Hyundai Creta,2020.0,33827,1,PETROL,PB-10,Manual,SUV,1112000
Tata NEXON,2022.0,16581,1,PETROL,TN-11,Manual,SUV,1113000
Maruti Baleno,2016.0,58075,1,CNG,MH-05,Manual,HatchBack,617000
Hyundai Grand i10,2015.0,101356,2,PETROL,,Manual,HatchBack,447000
Maruti Swift,2018.0,56130,2,PETROL,TN-06,Manual,HatchBack,555000
Mahindra XUV500,2018.0,105759,2,DIESEL,KA-09,Manual,Lux_SUV,1196000
Hyundai i20,2013.0,56022,3,PETROL,TN-01,Manual,HatchBack,348000
Maruti BREZZA,2022.0,15524,1,PETROL,TS-07,Automatic,SUV,1144000
Maruti Swift Dzire,2014.0,63385,1,PETROL,RJ-18,Manual,Sedan,502000
Maruti Alto K10,2010.0,54671,1,PETROL,KA-03,Manual,HatchBack,233000
Tata Tiago,2022.0,30399,1,CNG,HR-26,Manual,HatchBack,712000
Hyundai Elite i20,2017.0,25440,1,PETROL,MH-05,Manual,HatchBack,547000
Maruti S Cross,2015.0,61036,2,DIESEL,UP-32,Manual,SUV,557000
Maruti Swift,2012.0,57188,2,PETROL,DL-3C,Manual,HatchBack,298000
Maruti Alto K10,2018.0,24502,2,PETROL,WB-90,Manual,HatchBack,293000
Maruti Wagon R 1.0,2014.0,78125,1,PETROL,HR-26,Manual,HatchBack,258000
Volkswagen Ameo,2016.0,84005,1,PETROL,TN-22,Manual,Sedan,605000
Hyundai Grand i10,2019.0,31953,1,PETROL,GJ-01,Manual,HatchBack,559000
Renault TRIBER,2019.0,31661,1,PETROL,TS-07,Manual,SUV,691000
Hyundai i20 Active,2017.0,62635,1,PETROL,TN-02,Manual,HatchBack,654000
Renault Kiger,2021.0,12233,1,PETROL,KA-04,Manual,HatchBack,780000
Tata Tiago,2018.0,41852,2,PETROL,UP-32,Manual,HatchBack,404000
Hyundai AURA,2021.0,16726,1,PETROL,TS-09,Manual,Sedan,1219000
Hyundai Elite i20,2017.0,80030,1,PETROL,TS-08,Manual,HatchBack,661000
Maruti Baleno,2016.0,45155,1,PETROL,UP-32,Manual,HatchBack,451000
Hyundai Elite i20,2016.0,90213,2,PETROL,KA-05,Manual,HatchBack,613000
Renault Kiger,2021.0,33234,1,PETROL,GJ-05,Automatic,HatchBack,748000
Honda Amaze,2018.0,53230,1,PETROL,KL-41,Automatic,Sedan,880000
Hyundai NEW SANTRO,2019.0,33688,1,PETROL,TN-05,Automatic,HatchBack,535000
Maruti Ciaz,2016.0,55437,2,PETROL,KA-03,Manual,Sedan,661000
Hyundai Grand i10,2016.0,60999,1,PETROL,TS-07,Manual,HatchBack,516000
Maruti Ritz,2011.0,81738,1,PETROL,TN-22,Manual,HatchBack,302000
Maruti Baleno,2020.0,35053,1,PETROL,DL-3C,Manual,HatchBack,655000
Maruti Vitara Brezza,2016.0,42216,1,DIESEL,DL-10,Manual,SUV,577000
Maruti IGNIS,2019.0,34976,2,PETROL,KA-50,Automatic,HatchBack,566000
Mahindra XUV 3OO,2019.0,72183,1,PETROL,TS-15,Manual,SUV,968000
Hyundai Grand i10,2019.0,60019,1,CNG,GJ-01,Manual,HatchBack,551000
Maruti Celerio,2015.0,82969,2,PETROL,DL-9C,Automatic,HatchBack,352000
Honda City,2019.0,99943,2,PETROL,HR-26,Manual,Sedan,205000
Maruti Swift Dzire,2013.0,41465,1,DIESEL,UP-16,Manual,Sedan,864000
Hyundai Eon,2018.0,86198,2,PETROL,KA-02,Manual,HatchBack,307000
Maruti Swift,2019.0,41945,1,PETROL,GJ-01,Manual,HatchBack,621000
Maruti Alto K10,2016.0,33070,1,PETROL,MH-12,Manual,HatchBack,352000
Maruti Dzire,2018.0,45949,1,PETROL,TS-08,Manual,Sedan,1133000
Honda Brio,2014.0,46390,1,PETROL,GJ-05,Manual,HatchBack,371000
Honda Amaze,2019.0,59511,1,PETROL,MH-43,Manual,Sedan,302000
Nissan Micra Active,2017.0,32366,1,PETROL,MH-49,Manual,HatchBack,335000
Honda Amaze,2015.0,49625,2,PETROL,DL-2C,Manual,Sedan,463000
Volkswagen Polo,2011.0,73338,1,PETROL,DL-10,Manual,HatchBack,210000
Volkswagen Polo,2012.0,99913,1,DIESEL,MH-01,Manual,HatchBack,306000
Hyundai GRAND I10 NIOS,2019.0,25955,2,PETROL,WB-20,Automatic,HatchBack,565000
Hyundai Verna,2018.0,47446,1,PETROL,TN-01,Manual,Sedan,851000
Maruti Ciaz,2019.0,82948,1,DIESEL,WB-02,Manual,Sedan,576000
Honda City,2015.0,46836,1,PETROL,MP-09,Manual,Sedan,624000
Maruti Swift Dzire,2010.0,65144,1,PETROL,DL-8C,Manual,Sedan,192000
Honda WR-V,2017.0,51064,1,PETROL,DL-10,Manual,SUV,696000
Hyundai Creta,2021.0,24849,1,PETROL,HR-51,Manual,SUV,1175000
Maruti Ciaz,2019.0,42471,1,PETROL,KA-51,Automatic,Sedan,903000
Renault Kwid,2016.0,68362,1,PETROL,KL-08,Manual,HatchBack,260000
Hyundai Grand i10,2015.0,44212,2,PETROL,KA-53,Manual,HatchBack,515000
Tata Safari,2021.0,24060,1,DIESEL,TN-14,Automatic,SUV,1882000
Maruti Celerio,2015.0,44214,1,CNG,MH-14,Manual,HatchBack,478000
KIA SELTOS,2020.0,34232,2,PETROL,KA-03,Manual,SUV,1424000
Maruti Vitara Brezza,2020.0,25778,1,PETROL,HR-06,Manual,SUV,888000
Hyundai Grand i10,2015.0,75415,2,PETROL,RJ-14,Manual,HatchBack,429000
Hyundai GRAND I10 NIOS,2021.0,35060,1,PETROL,TS-08,Automatic,HatchBack,749000
Maruti Vitara Brezza,2016.0,123776,2,DIESEL,MH-05,Manual,SUV,665000
Maruti Celerio,2019.0,38673,1,CNG,MH-05,Manual,HatchBack,493000
Volkswagen Ameo,2016.0,83810,2,PETROL,UP-78,Manual,Sedan,424000
Maruti New Wagon-R,2019.0,63087,1,CNG,MH-05,Manual,HatchBack,507000
Honda City,2014.0,43865,2,DIESEL,GJ-06,Manual,Sedan,722000
Hyundai Elite i20,2018.0,40965,1,PETROL,WB-02,Manual,HatchBack,512000
Hyundai Grand i10,2015.0,52912,1,PETROL,KA-05,Automatic,HatchBack,573000
Maruti Dzire,2021.0,32520,1,PETROL,UP-32,Manual,Sedan,763000
Hyundai NEW SANTRO,2021.0,33104,1,CNG,MH-12,Manual,HatchBack,588000
Maruti Baleno,2016.0,49976,2,DIESEL,KA-05,Manual,HatchBack,729000
Maruti Wagon R 1.0,2017.0,99348,2,PETROL,RJ-14,Manual,HatchBack,382000
Maruti Celerio,2018.0,51052,1,CNG,MH-14,Manual,HatchBack,536000
Hyundai Verna,2016.0,70887,1,DIESEL,KA-01,Manual,Sedan,693000
Tata Tiago,2018.0,85984,1,DIESEL,TN-31,Manual,HatchBack,530000
Hyundai i20 Active,2018.0,89972,1,PETROL,UP-53,Manual,HatchBack,565000
Maruti New Wagon-R,2019.0,43236,2,PETROL,BR-01,Manual,HatchBack,467000
Maruti Swift,2014.0,35225,1,PETROL,KA-53,Manual,HatchBack,538000
Volkswagen Polo,2014.0,62977,1,PETROL,TN-07,Manual,HatchBack,516000
Hyundai Eon,2016.0,38662,1,PETROL,KL-43,Manual,HatchBack,249000
Maruti IGNIS,2017.0,36248,1,PETROL,KA-51,Manual,HatchBack,596000
Maruti Alto 800,2019.0,15144,1,PETROL,HR-30,Manual,HatchBack,338000
Maruti Alto,2019.0,55455,1,PETROL,GJ-10,Manual,HatchBack,377000
Maruti Celerio,2016.0,38082,2,PETROL,TS-10,Automatic,HatchBack,461000
Honda Brio,2015.0,73634,1,PETROL,KA-05,Manual,HatchBack,413000
Honda Amaze,2020.0,57787,2,PETROL,MH-02,Manual,Sedan,368000
Ford Ecosport,2018.0,47956,1,DIESEL,UP-32,Manual,SUV,634000
Honda Amaze,2013.0,90552,2,PETROL,MH-03,Manual,Sedan,302000
Hyundai Creta,2016.0,103177,1,PETROL,,Manual,SUV,928000
Maruti S PRESSO,2019.0,4316,1,PETROL,WB-02,Manual,HatchBack,401000
Tata TIGOR,2020.0,16841,1,PETROL,MH-01,Automatic,Sedan,1012000
Maruti Swift,2022.0,7396,1,PETROL,TN-22,Manual,HatchBack,762000
Hyundai GRAND I10 NIOS,2021.0,39615,1,CNG,GJ-16,Manual,HatchBack,709000
Hyundai Verna,2021.0,84992,1,DIESEL,AP-10,Manual,Sedan,413000
Tata Tiago,2020.0,9063,1,PETROL,KA-03,Automatic,HatchBack,783000
Maruti Celerio,2018.0,70689,1,PETROL,KL-40,Automatic,HatchBack,495000
Maruti Swift Dzire,2012.0,29742,1,PETROL,GJ-27,Manual,Sedan,558000
Honda City,2020.0,18547,1,PETROL,MH-12,Manual,Sedan,368000
Hyundai Grand i10,2017.0,26678,2,PETROL,TS-13,Manual,HatchBack,548000
Maruti Alto K10,2018.0,54611,1,PETROL,TS-15,Manual,HatchBack,377000
Volkswagen Vento,2016.0,51007,2,PETROL,WB-02,Automatic,Sedan,727000
Maruti Celerio,2016.0,39319,2,PETROL,MH-05,Automatic,HatchBack,390000
Volkswagen T-ROC,2019.0,34211,1,PETROL,GJ-03,Automatic,SUV,1788000
Maruti Ciaz,2020.0,27344,1,PETROL,HR-87,Manual,Sedan,875000
Honda Amaze,2015.0,28306,1,PETROL,TS-08,Automatic,Sedan,1148000
Maruti Wagon R 1.0,2015.0,57441,3,PETROL,RJ-14,Manual,HatchBack,342000
Maruti Wagon R 1.0,2017.0,55057,1,CNG,MH-12,Manual,HatchBack,474000
Tata Tiago,2019.0,56261,1,PETROL,PB-91,Manual,HatchBack,475000
Hyundai i20,2013.0,77289,1,PETROL,KA-05,Manual,HatchBack,416000
Hyundai GRAND I10 NIOS,2020.0,114004,1,DIESEL,GJ-27,Manual,HatchBack,686000
Hyundai Grand i10,2019.0,22695,1,PETROL,GJ-18,Manual,HatchBack,563000
Honda Jazz,2022.0,25396,1,PETROL,DL-3C,Automatic,HatchBack,917000
Hyundai Elite i20,2017.0,41497,1,PETROL,GJ-27,Manual,HatchBack,658000
Ford Ecosport,2018.0,53505,1,PETROL,WB-16,Automatic,SUV,741000
Maruti Swift Dzire,2012.0,36647,2,PETROL,PB-02,Manual,Sedan,769000
Maruti Swift,2012.0,122714,1,PETROL,,Manual,HatchBack,403000
Ford Ecosport,2015.0,55610,2,PETROL,TN-18,Automatic,SUV,555500
Honda Amaze,2022.0,14234,1,PETROL,TN-81,Manual,Sedan,766000
Maruti Alto 800,2012.0,35007,2,PETROL,AP-28,Manual,HatchBack,259000
Maruti Alto 800,2015.0,62554,1,PETROL,KA-50,Manual,HatchBack,294000
Maruti Swift Dzire,2014.0,26337,2,PETROL,UP-37,Manual,Sedan,621000
Maruti Swift,2014.0,67573,2,PETROL,DL-4C,Manual,HatchBack,363000
Maruti Alto 800,2014.0,71000,2,PETROL,PB-10,Manual,HatchBack,234000
Maruti Swift,2015.0,124318,3,DIESEL,GJ-03,Manual,HatchBack,371000
Maruti Swift Dzire,2010.0,80183,3,PETROL,MH-04,Manual,Sedan,287000
Maruti IGNIS,2019.0,37093,1,PETROL,DL-8C,Manual,HatchBack,568000
Hyundai i20,2013.0,90106,2,DIESEL,KA-01,Manual,HatchBack,388000
Maruti Wagon R 1.0,2017.0,26905,2,PETROL,KA-01,Automatic,HatchBack,513000
Maruti Dzire,2017.0,112619,1,PETROL,,Manual,Sedan,768000
Maruti Dzire,2019.0,99127,1,CNG,DL-12,Manual,Sedan,467000
Maruti Vitara Brezza,2018.0,98499,1,DIESEL,HR-26,Automatic,SUV,747000
Hyundai i20,2010.0,77875,1,PETROL,MH-12,Manual,HatchBack,263000
Tata ALTROZ,2020.0,24616,1,PETROL,KA-50,Manual,HatchBack,782000
Skoda Rapid,2019.0,112814,1,PETROL,,Manual,Sedan,302000
Maruti Alto K10,2016.0,55446,1,PETROL,HR-26,Manual,HatchBack,326000
Maruti Alto K10,2018.0,3504,1,PETROL,MH-03,Manual,HatchBack,366000
Hyundai Creta,2017.0,98513,1,DIESEL,HR-36,Manual,SUV,738000
Hyundai Verna,2013.0,39461,1,PETROL,TS-07,Automatic,Sedan,746000
Maruti Swift,2015.0,99940,2,PETROL,KA-52,Manual,HatchBack,496000
Maruti Celerio,2019.0,27421,1,PETROL,GJ-10,Manual,HatchBack,464000
Maruti Swift,2018.0,38982,2,PETROL,HR-81,Manual,HatchBack,542000
Mahindra XUV500,2018.0,45996,2,DIESEL,MH-04,Manual,Lux_SUV,1151000
Maruti Ciaz,2018.0,60895,1,DIESEL,HR-51,Manual,Sedan,553000
Skoda Octavia,2019.0,67896,1,PETROL,RJ-45,Automatic,Lux_sedan,1556000
Maruti Alto K10,2019.0,28315,1,PETROL,GJ-05,Manual,HatchBack,381000
Hyundai i10,2015.0,45815,1,PETROL,MH-04,Manual,HatchBack,350000
Maruti Alto,2019.0,9875,1,PETROL,MH-05,Manual,HatchBack,335000
Maruti Alto,2019.0,84447,1,CNG,GJ-18,Manual,HatchBack,418000
Maruti New Wagon-R,2019.0,35732,2,CNG,HR-29,Manual,HatchBack,507000
Maruti Swift Dzire,2014.0,49387,2,PETROL,TN-07,Manual,Sedan,464000
Maruti Ertiga,2015.0,31208,1,PETROL,KA-01,Manual,SUV,794000
Hyundai i20 Active,2015.0,62593,1,PETROL,UP-78,Manual,HatchBack,516000
Maruti Baleno,2020.0,18875,1,PETROL,MH-14,Manual,HatchBack,721000
Maruti Alto K10,2011.0,76371,2,PETROL,TN-02,Manual,HatchBack,242000
Honda City,2017.0,43238,2,PETROL,KA-03,Manual,Sedan,732000
Maruti Ciaz,2019.0,59015,1,PETROL,PB-91,Automatic,Sedan,955000
Maruti New Wagon-R,2019.0,12413,1,PETROL,MH-02,Automatic,HatchBack,577000
Maruti Ciaz,2015.0,59890,2,PETROL,HR-26,Manual,Sedan,462000
Maruti Swift,2018.0,71824,1,PETROL,MP-48,Automatic,HatchBack,522000
Maruti Wagon R 1.0,2016.0,40561,2,CNG,MH-46,Automatic,HatchBack,379000
Maruti Swift,2014.0,94540,1,PETROL,TS-07,Manual,HatchBack,421000
Toyota Etios,2011.0,76969,1,PETROL,DL-3C,Manual,Sedan,265000
Maruti A Star,2010.0,46559,1,PETROL,WB-06,Manual,HatchBack,175000
Honda City,2019.0,68382,1,PETROL,CH-01,Manual,Sedan,565000
Maruti Baleno,2021.0,38708,1,PETROL,CH-01,Manual,HatchBack,737000
Maruti Swift Dzire,2015.0,89997,2,DIESEL,TS-07,Manual,Sedan,635000
Maruti New Wagon-R,2019.0,52297,2,CNG,MH-01,Manual,HatchBack,465000
Hyundai Creta,2020.0,27959,1,PETROL,HR-26,Manual,SUV,1141000
Honda Jazz,2016.0,72645,1,PETROL,TS-07,Manual,HatchBack,531000
Maruti Alto 800,2017.0,31214,1,PETROL,KL-01,Manual,HatchBack,310000
Hyundai GRAND I10 NIOS,2021.0,20520,1,DIESEL,RJ-45,Manual,HatchBack,697000
Hyundai Creta,2017.0,61770,1,PETROL,DL-4C,Automatic,SUV,945000
Tata NEXON,2020.0,36427,1,DIESEL,TN-10,Automatic,SUV,1039000
Maruti Wagon R 1.0,2017.0,45376,1,PETROL,KL-66,Manual,HatchBack,386000
Hyundai Grand i10,2015.0,95963,2,PETROL,TS-07,Manual,HatchBack,445000
Maruti Alto,2020.0,36270,2,PETROL,GJ-32,Manual,HatchBack,335350
Hyundai VENUE,2021.0,26508,1,PETROL,GJ-06,Manual,SUV,814000
Hyundai Elite i20,2014.0,43733,1,PETROL,MH-02,Manual,HatchBack,499000
Hyundai i10,2014.0,45798,1,PETROL,KA-19,Manual,HatchBack,333000
Maruti S Cross,2017.0,99331,2,DIESEL,UP-32,Manual,SUV,577000
Hyundai i10,2010.0,95457,1,PETROL,DL-12,Manual,HatchBack,170000
Hyundai Elite i20,2015.0,102887,1,PETROL,,Manual,HatchBack,601000
Hyundai Grand i10,2016.0,48026,1,PETROL,KA-02,Manual,HatchBack,522000
Renault Kwid,2021.0,6200,1,PETROL,KA-19,Manual,HatchBack,576000
Hyundai ALCAZAR,2021.0,22928,1,DIESEL,MH-04,Manual,SUV,1776000
Maruti Alto K10,2018.0,92090,1,PETROL,TS-07,Manual,HatchBack,311000
Maruti Celerio X,2021.0,61396,1,PETROL,MP-09,Manual,HatchBack,435000
Ford Ecosport,2019.0,108772,1,DIESEL,TN-72,Manual,SUV,771000
Volkswagen Vento,2015.0,79288,1,PETROL,MH-47,Automatic,Sedan,501000
Skoda Rapid,2016.0,98376,1,DIESEL,GJ-27,Manual,Sedan,691000
Tata NEXON,2018.0,76105,1,DIESEL,HR-26,Manual,SUV,625000
Maruti Swift Dzire,2015.0,45622,1,PETROL,MH-03,Manual,Sedan,340000
Hyundai NEW I20,2021.0,22423,1,PETROL,RJ-45,Manual,HatchBack,703000
Maruti Baleno,2018.0,59512,2,PETROL,TS-09,Automatic,HatchBack,727000
Maruti S PRESSO,2021.0,26541,1,CNG,GJ-15,Manual,HatchBack,489000
Maruti Wagon R 1.0,2014.0,99204,1,CNG,MH-43,Manual,HatchBack,332000
Maruti Baleno,2019.0,69125,1,PETROL,WB-10,Manual,HatchBack,629000
Renault Kwid,2018.0,32016,2,PETROL,KA-50,Automatic,HatchBack,483000
Maruti Vitara Brezza,2018.0,81352,2,DIESEL,MH-14,Automatic,SUV,793750
Maruti Swift,2017.0,10991,1,PETROL,MH-05,Manual,HatchBack,530000
Tata NEXON,2021.0,19886,1,DIESEL,TS-19,Manual,SUV,1080000
Honda Brio,2013.0,35781,2,PETROL,MH-05,Manual,HatchBack,283000
Maruti Celerio,2017.0,23389,1,PETROL,MH-02,Automatic,HatchBack,433000
Maruti Wagon R 1.0,2013.0,30188,1,CNG,MH-03,Manual,HatchBack,347000
Maruti Swift,2015.0,75442,2,PETROL,GJ-06,Manual,HatchBack,470000
Maruti Eeco,2019.0,52186,1,PETROL,KL-07,Manual,SUV,366000
Hyundai Grand i10,2016.0,86978,1,DIESEL,GJ-01,Manual,HatchBack,400000
Toyota YARIS,2020.0,33437,1,DIESEL,KA-41,Automatic,Sedan,1658000
Honda City,2010.0,63799,3,PETROL,WB-06,Manual,Sedan,227000
Hyundai Verna,2013.0,20103,1,PETROL,GJ-01,Manual,Sedan,1191000
Hyundai Verna,2020.0,59138,1,PETROL,MP-09,Automatic,Sedan,651000
Hyundai Elite i20,2019.0,78183,1,PETROL,DL-1C,Manual,HatchBack,620250
Maruti Swift,2015.0,89183,1,PETROL,TN-13,Manual,HatchBack,481000
Hyundai Eon,2014.0,24501,3,PETROL,WB-24,Manual,HatchBack,209000
Maruti Dzire,2019.0,20981,1,PETROL,DL-3C,Manual,Sedan,646000
Hyundai GRAND I10 NIOS,2020.0,12205,1,PETROL,KA-53,Automatic,HatchBack,782000
