Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price
Maruti Dzire,2019.0,23227,2,PETROL,WB-08,Manual,Sedan,700000
Tata Tiago,2018.0,54154,1,PETROL,KA-59,Automatic,HatchBack,565000
Honda Brio,2014.0,26015,1,PETROL,MH-02,Automatic,HatchBack,439000
Hyundai Xcent,2018.0,12896,1,PETROL,HR-51,Manual,Sedan,554000
Hyundai Grand i10,2017.0,80554,1,PETROL,MP-09,Manual,HatchBack,451000
Maruti Wagon R 1.0,2013.0,62269,1,CNG,MH-03,Manual,HatchBack,314000
Maruti Swift,2018.0,84985,1,PETROL,UP-32,Automatic,HatchBack,554000
Maruti Wagon R 1.0,2015.0,89218,1,PETROL,TS-11,Manual,HatchBack,379000
Maruti IGNIS,2017.0,39181,2,PETROL,HR-29,Automatic,HatchBack,487000
Maruti Dzire,2017.0,80281,1,PETROL,TN-10,Manual,Sedan,668000
Hyundai Elite i20,2016.0,65469,2,DIESEL,TN-07,Manual,HatchBack,628000
Maruti Alto 800,2014.0,55158,1,PETROL,KA-27,Manual,HatchBack,285000
Maruti Celerio,2018.0,23405,1,PETROL,TS-15,Manual,HatchBack,483000
Hyundai i20,2011.0,80496,1,PETROL,MH-04,Manual,HatchBack,305000
Maruti Alto K10,2015.0,46499,2,PETROL,PB-09,Manual,HatchBack,261000
Honda Brio,2012.0,110366,1,PETROL,,Manual,HatchBack,312000
Maruti Celerio,2016.0,72575,2,PETROL,TS-16,Automatic,HatchBack,426000
Honda Amaze,2017.0,84614,1,DIESEL,MH-12,Manual,Sedan,975000
Hyundai i20 Active,2019.0,96408,1,DIESEL,TS-11,Manual,HatchBack,803000
Hyundai NEW I20,2021.0,60157,1,PETROL,MH-14,Manual,HatchBack,796000
Ford New Figo,2020.0,11383,1,PETROL,TN-14,Manual,HatchBack,675000
Honda City,2015.0,13681,1,PETROL,TN-12,Manual,Sedan,926000
Maruti Ciaz,2017.0,84866,1,DIESEL,RJ-14,Manual,Sedan,656000
Maruti Ciaz,2021.0,40629,1,PETROL,GJ-07,Manual,Sedan,822000
Hyundai Elite i20,2016.0,34696,1,PETROL,MH-01,Manual,HatchBack,493000
Maruti S Cross,2020.0,23160,1,PETROL,HR-51,Automatic,SUV,1060000
Honda Amaze,2013.0,33951,1,PETROL,TS-15,Automatic,Sedan,965000
Maruti Celerio,2019.0,41680,1,PETROL,BR-01,Manual,HatchBack,498000
Maruti Dzire,2017.0,87184,1,PETROL,DL-9C,Manual,Sedan,546000
Maruti Swift,2018.0,25537,1,PETROL,KA-01,Automatic,HatchBack,705000
Hyundai Grand i10,2018.0,35828,1,PETROL,UP-32,Manual,HatchBack,519000
Maruti Baleno,2017.0,121933,1,PETROL,,Manual,HatchBack,587000
Hyundai AURA,2022.0,16749,1,PETROL,PB-91,Manual,Sedan,761000
Hyundai Elite i20,2016.0,81188,2,PETROL,MH-02,Manual,HatchBack,483000
Hyundai Eon,2018.0,66586,1,PETROL,UP-32,Manual,HatchBack,297000
Hyundai VENUE,2021.0,16860,2,PETROL,TN-12,Manual,SUV,1007000
Maruti Baleno,2017.0,62422,2,PETROL,TS-07,Manual,HatchBack,574000
Hyundai i10,2015.0,37188,1,PETROL,TS-07,Manual,HatchBack,374000
Nissan Micra,2019.0,26904,1,PETROL,MH-01,Automatic,HatchBack,492000
Maruti Celerio,2014.0,23915,1,PETROL,KA-51,Automatic,HatchBack,440000
Maruti Baleno,2019.0,66714,1,PETROL,HR-70,Automatic,HatchBack,667000
Tata TIGOR,2021.0,73424,1,PETROL,BR-02,Manual,Sedan,530000
Maruti Wagon R 1.0,2016.0,66754,1,PETROL,TS-08,Manual,HatchBack,454000
Honda City,2019.0,78332,1,DIESEL,DL-1C,Automatic,Sedan,618000
Honda City,2014.0,93441,1,DIESEL,TN-57,Manual,Sedan,565000
Maruti Swift,2018.0,56697,1,DIESEL,KA-04,Automatic,HatchBack,710350
Maruti Swift,2014.0,60379,1,PETROL,MH-03,Manual,HatchBack,435000
Renault Duster,2014.0,52550,1,DIESEL,MH-02,Manual,SUV,625000
Hyundai Elite i20,2019.0,40424,1,PETROL,TS-07,Manual,HatchBack,727000
Hyundai Grand i10,2017.0,13833,1,PETROL,TN-12,Manual,HatchBack,502000
Maruti IGNIS,2019.0,21167,1,PETROL,MH-49,Automatic,HatchBack,651000
Maruti Wagon R 1.0,2011.0,74354,2,PETROL,KA-03,Manual,HatchBack,286000
Skoda Rapid,2012.0,124458,2,DIESEL,KA-04,Automatic,Sedan,486000
Hyundai NEW SANTRO,2021.0,53051,1,CNG,DL-7C,Manual,HatchBack,526000
Datsun Redi Go,2020.0,19205,2,PETROL,TS-10,Manual,HatchBack,416000
Honda WR-V,2019.0,45978,2,DIESEL,TS-16,Manual,SUV,755000
Hyundai i10,2011.0,31584,2,PETROL,HR-26,Manual,HatchBack,199000
Maruti Swift,2012.0,113179,1,PETROL,,Manual,HatchBack,290000
Maruti Alto 800,2019.0,57216,1,PETROL,KL-55,Manual,HatchBack,318000
Hyundai Elite i20,2016.0,84389,2,PETROL,TN-57,Manual,HatchBack,535000
Hyundai i20 Active,2016.0,61631,2,PETROL,MH-46,Manual,HatchBack,482000
Maruti Baleno,2017.0,43381,1,PETROL,DL-8C,Manual,HatchBack,504000
Honda Amaze,2018.0,31330,2,PETROL,DL-9C,Automatic,Sedan,718000
Volkswagen Polo,2019.0,60143,2,PETROL,MH-16,Manual,HatchBack,486000
Renault Duster,2020.0,30241,1,PETROL,TS-09,Manual,SUV,998000
Maruti Baleno,2015.0,48122,2,PETROL,MH-14,Manual,HatchBack,472000
Hyundai VENUE,2020.0,37312,1,PETROL,TS-19,Manual,SUV,1024000
Maruti Celerio,2020.0,37570,1,PETROL,GJ-30,Manual,HatchBack,483000
KIA SONET,2021.0,27698,1,DIESEL,UP-32,Manual,SUV,900000
Maruti Dzire,2018.0,27611,1,PETROL,DL-1C,Automatic,Sedan,768000
Maruti Dzire,2018.0,72274,1,DIESEL,KA-50,Manual,Sedan,706000
Renault Kwid,2021.0,17102,1,PETROL,MH-29,Manual,HatchBack,430000
Datsun Go Plus,2018.0,12424,1,PETROL,GJ-27,Manual,HatchBack,329000
Hyundai NEW SANTRO,2019.0,24978,2,PETROL,TS-15,Manual,HatchBack,554000
Hyundai i20,2012.0,76643,2,PETROL,GJ-01,Manual,HatchBack,350000
Hyundai NEW SANTRO,2019.0,34580,1,PETROL,BR-01,Manual,HatchBack,442000
Hyundai Elite i20,2017.0,60758,1,PETROL,UP-16,Manual,HatchBack,576000
Toyota YARIS,2018.0,94170,2,PETROL,MH-14,Automatic,Sedan,717000
Maruti Swift,2016.0,53917,2,DIESEL,TN-02,Manual,HatchBack,625000
Tata NEXON,2018.0,37384,1,DIESEL,DL-5C,Manual,SUV,700000
Maruti Baleno,2018.0,17328,2,PETROL,DL-9C,Manual,HatchBack,645000
Maruti IGNIS,2018.0,79151,1,PETROL,TS-07,Automatic,HatchBack,641000
Maruti Baleno,2021.0,23851,2,PETROL,GJ-16,Automatic,HatchBack,814000
Honda Amaze,2016.0,56070,2,DIESEL,TN-14,Manual,Sedan,703000
Hyundai VENUE,2021.0,16168,2,PETROL,DL-9C,Automatic,SUV,1091000
Maruti Baleno,2019.0,44489,1,PETROL,TN-34,Manual,HatchBack,663000
Honda Amaze,2019.0,53873,1,PETROL,UP-78,Manual,Sedan,551000
Ford Ecosport,2016.0,97711,1,DIESEL,HR-30,Manual,SUV,485000
Renault Kwid,2017.0,20110,1,PETROL,UP-37,Automatic,HatchBack,341000
Maruti Swift,2015.0,69232,1,PETROL,TN-18,Manual,HatchBack,512000
Honda City,2019.0,33666,1,PETROL,GJ-05,Manual,Sedan,719000
Maruti IGNIS,2017.0,18159,1,PETROL,KA-51,Automatic,HatchBack,644000
Maruti Alto 800,2016.0,77168,2,PETROL,UP-33,Manual,HatchBack,232000
Maruti Swift Dzire,2016.0,9438,1,PETROL,HR-51,Automatic,Sedan,1395000
Hyundai VENUE,2020.0,9564,1,PETROL,DL-12,Manual,SUV,801000
Hyundai Eon,2015.0,48485,1,PETROL,GJ-01,Manual,HatchBack,282000
Renault Kwid,2019.0,48566,2,PETROL,GJ-05,Manual,HatchBack,323000
Hyundai Elite i20,2018.0,55152,1,PETROL,KA-53,Manual,HatchBack,762400
Honda Brio,2013.0,60993,1,PETROL,AP-09,Manual,HatchBack,359000
Ford New Figo,2021.0,21230,1,PETROL,KL-54,Manual,HatchBack,570000
Hyundai Grand i10,2016.0,91947,2,DIESEL,PB-10,Manual,HatchBack,379000
Honda City,2020.0,114247,2,DIESEL,MH-04,Automatic,Sedan,616000
Maruti Celerio,2020.0,74571,2,CNG,HR-30,Manual,HatchBack,460000
Volkswagen TAIGUN,2022.0,5356,1,PETROL,KA-03,Manual,SUV,1525000
Hyundai Creta,2015.0,55494,1,PETROL,MH-05,Manual,SUV,801000
Maruti Dzire,2018.0,30432,1,PETROL,MH-04,Manual,Sedan,612000
Maruti Alto K10,2014.0,22916,3,PETROL,TN-01,Manual,HatchBack,262000
Hyundai Elite i20,2016.0,40335,1,PETROL,KA-51,Manual,HatchBack,650000
Volkswagen Polo,2019.0,29363,1,PETROL,MH-31,Manual,HatchBack,731000
Maruti S Cross,2016.0,94756,1,DIESEL,KA-04,Manual,SUV,733000
Renault Kwid,2017.0,27168,1,PETROL,KA-53,Manual,HatchBack,376000
Maruti Swift,2014.0,33805,1,PETROL,WB-12,Manual,HatchBack,432000
Maruti Baleno,2021.0,18885,1,PETROL,HR-26,Manual,HatchBack,709000
Honda Amaze,2014.0,94539,1,PETROL,GJ-27,Manual,Sedan,384000
Renault Kwid,2018.0,18334,2,PETROL,MH-05,Automatic,HatchBack,420000
Maruti Celerio,2017.0,17472,1,PETROL,MH-04,Automatic,HatchBack,456000
Maruti Vitara Brezza,2018.0,30549,1,DIESEL,HR-30,Manual,SUV,747000
Maruti Ciaz,2021.0,80323,1,PETROL,DL-10,Manual,Sedan,564000
Maruti New Wagon-R,2019.0,46925,2,PETROL,GJ-10,Manual,HatchBack,524000
Maruti Dzire,2018.0,31458,2,PETROL,KA-03,Automatic,Sedan,601000
Honda Jazz,2016.0,31130,1,PETROL,PB-08,Manual,HatchBack,461000
Honda Jazz,2015.0,78770,2,DIESEL,GJ-15,Manual,HatchBack,415000
Honda City,2015.0,93076,1,CNG,MH-14,Manual,Sedan,563000
Maruti Baleno,2016.0,105224,2,PETROL,,Manual,HatchBack,636000
Hyundai VENUE,2022.0,6743,1,PETROL,CH-01,Automatic,SUV,1231000
Renault Kwid,2020.0,22660,1,PETROL,TS-08,Manual,HatchBack,470000
Maruti New Wagon-R,2021.0,33652,1,CNG,DL-9C,Manual,HatchBack,575000
Volkswagen Polo,2015.0,96842,1,PETROL,TN-10,Manual,HatchBack,437000
Maruti Swift Dzire,2013.0,55432,1,PETROL,DL-4C,Manual,Sedan,218000
Hyundai i10,2013.0,57575,1,PETROL,MH-12,Manual,HatchBack,341000
Hyundai NEW SANTRO,2020.0,85312,1,CNG,UP-32,Manual,HatchBack,491000
Maruti Wagon R 1.0,2015.0,74759,1,PETROL,MH-05,Manual,HatchBack,342000
Maruti Celerio,2014.0,32777,1,PETROL,PB-65,Automatic,HatchBack,382000
Hyundai NEW I20,2021.0,29202,1,PETROL,KA-05,Automatic,HatchBack,1110000
Maruti Wagon R 1.0,2016.0,64642,1,PETROL,DL-2C,Manual,HatchBack,359000
Tata Tiago,2017.0,119934,1,PETROL,,Manual,HatchBack,466000
Maruti Celerio,2018.0,44110,2,CNG,MH-12,Manual,HatchBack,530000
Tata NEXON,2021.0,17657,1,PETROL,MH-31,Manual,SUV,956000
Hyundai i10,2012.0,29182,2,PETROL,MH-01,Manual,HatchBack,235000
Hyundai VENUE,2021.0,42346,1,PETROL,BR-01,Automatic,SUV,1114000
Maruti Alto,2019.0,39925,1,PETROL,GJ-19,Manual,HatchBack,309000
Hyundai Xcent,2014.0,49493,1,PETROL,MH-03,Manual,Sedan,380000
Maruti Swift,2012.0,37480,2,PETROL,MH-01,Manual,HatchBack,347000
Maruti Swift,2018.0,49009,1,PETROL,TS-07,Automatic,HatchBack,673000
Maruti Celerio,2014.0,76329,1,PETROL,KA-03,Automatic,HatchBack,387000
Maruti New Wagon-R,2019.0,77639,1,PETROL,UP-27,Manual,HatchBack,417000
Hyundai Verna,2018.0,86703,1,PETROL,RJ-45,Manual,Sedan,913000
Maruti Alto 800,2017.0,52052,2,PETROL,TS-15,Manual,HatchBack,296000
Hyundai i20 Active,2016.0,102621,2,PETROL,,Manual,HatchBack,440000
Hyundai Creta,2017.0,46813,1,PETROL,TS-09,Manual,SUV,971000
Maruti Swift,2018.0,99007,2,DIESEL,TS-11,Automatic,HatchBack,721000
Hyundai Elite i20,2016.0,48886,1,PETROL,TN-11,Manual,HatchBack,619000
Maruti Vitara Brezza,2016.0,59232,1,DIESEL,TN-10,Manual,SUV,893000
Honda Jazz,2019.0,63460,1,PETROL,KA-05,Automatic,HatchBack,794000
Hyundai Creta,2017.0,20134,1,PETROL,KA-04,Manual,SUV,983000
Hyundai GRAND I10 NIOS,2020.0,39269,1,PETROL,MP-09,Manual,HatchBack,548000
Honda City,2011.0,63872,2,PETROL,GJ-19,Manual,Sedan,557000
Maruti Swift Dzire,2013.0,99860,1,DIESEL,AP-13,Manual,Sedan,444000
Hyundai NEW SANTRO,2020.0,30820,1,CNG,MH-12,Manual,HatchBack,549000
Maruti Baleno,2017.0,44626,1,PETROL,TN-14,Automatic,HatchBack,634000
Ford Ecosport,2019.0,18014,2,CNG,MH-04,Manual,SUV,823000
Maruti Swift,2015.0,57054,1,PETROL,MH-47,Manual,HatchBack,441000
Maruti S PRESSO,2022.0,12860,1,PETROL,MH-12,Manual,HatchBack,518000
Tata ALTROZ,2021.0,10297,1,PETROL,TN-05,Manual,HatchBack,842000
Hyundai Eon,2013.0,89559,1,PETROL,AP-28,Manual,HatchBack,233000
Hyundai Creta,2016.0,50947,1,PETROL,DL-3C,Manual,SUV,792000
Tata Tiago,2020.0,29600,1,PETROL,MP-04,Manual,HatchBack,477000
Tata TIGOR,2022.0,82009,2,PETROL,MH-02,Manual,Sedan,392000
Maruti Ciaz,2021.0,20730,1,PETROL,HR-30,Manual,Sedan,800000
Tata Harrier,2019.0,28315,1,DIESEL,KA-05,Manual,SUV,1612000
Maruti Ciaz,2019.0,49572,1,PETROL,HR-51,Manual,Sedan,370000
Hyundai Grand i10,2018.0,61189,1,PETROL,MP-15,Manual,HatchBack,443000
Maruti Wagon R 1.0,2014.0,23760,1,PETROL,DL-2C,Manual,HatchBack,276000
Maruti Baleno,2018.0,64267,1,PETROL,MH-03,Manual,HatchBack,607000
Maruti Wagon R 1.0,2018.0,82023,1,CNG,MH-04,Manual,HatchBack,405000
Maruti Wagon R 1.0,2014.0,85644,1,CNG,MH-46,Manual,HatchBack,301000
Hyundai i20,2013.0,95885,1,PETROL,MH-12,Manual,HatchBack,392000
Hyundai Eon,2015.0,59332,3,PETROL,PB-10,Manual,HatchBack,234000
Toyota Corolla Altis,2018.0,66349,1,PETROL,DL-1C,Automatic,Lux_sedan,1289000
Maruti Wagon R 1.0,2014.0,44140,1,CNG,MH-04,Manual,HatchBack,328000
Tata ALTROZ,2020.0,29728,2,PETROL,KL-46,Manual,HatchBack,614000
Hyundai Grand i10,2016.0,65399,1,PETROL,TN-11,Manual,HatchBack,444000
Nissan Micra,2019.0,25343,1,PETROL,KL-34,Automatic,HatchBack,513000
Honda Brio,2015.0,64592,1,PETROL,DL-3C,Automatic,HatchBack,424000
Ford Ecosport,2017.0,39530,1,PETROL,WB-02,Manual,SUV,565000
Maruti Baleno,2017.0,47949,1,PETROL,MH-01,Automatic,HatchBack,623000
Honda Amaze,2017.0,55427,1,PETROL,DL-10,Manual,Sedan,526000
Maruti Alto,2020.0,27993,1,CNG,MH-12,Manual,HatchBack,445000
Maruti Celerio,2022.0,7843,1,PETROL,GJ-06,Manual,HatchBack,537000
Tata NEXON,2020.0,67952,1,DIESEL,GJ-18,Manual,SUV,877000
Ford Ecosport,2019.0,43760,1,DIESEL,HR-36,Manual,SUV,802000
Maruti Alto,2019.0,27760,1,PETROL,HR-19,Manual,HatchBack,314000
Honda Brio,2015.0,67194,1,PETROL,RJ-14,Manual,HatchBack,342000
Tata NEXON,2020.0,25216,1,DIESEL,MH-50,Automatic,SUV,1191000
Hyundai i20,2011.0,29712,1,PETROL,DL-3C,Manual,HatchBack,263000
Tata NEXON,2018.0,101823,1,PETROL,,Manual,SUV,606000
Hyundai i10,2012.0,95145,1,PETROL,GJ-27,Manual,HatchBack,274000
Maruti Wagon R 1.0,2014.0,68015,1,PETROL,HR-26,Manual,HatchBack,330000
Mahindra Scorpio,2018.0,69010,1,DIESEL,KA-02,Manual,SUV,1052000
Honda City,2018.0,51129,1,PETROL,TS-28,Manual,Sedan,753000
Maruti Celerio,2016.0,33001,1,PETROL,TN-19,Manual,HatchBack,437000
Maruti Alto 800,2019.0,26650,2,CNG,HR-51,Manual,HatchBack,355000
Maruti S PRESSO,2020.0,76980,1,PETROL,UP-32,Manual,HatchBack,372000
Maruti Celerio,2015.0,27823,1,PETROL,MH-04,Automatic,HatchBack,405000
Tata Tiago,2018.0,51028,1,PETROL,KA-01,Automatic,HatchBack,537000
Honda City,2018.0,16281,1,PETROL,KA-03,Manual,Sedan,979000
Hyundai i20,2013.0,62091,3,PETROL,DL-3C,Manual,HatchBack,290000
Maruti Baleno,2019.0,17136,2,PETROL,GJ-01,Manual,HatchBack,588000
Hyundai i10,2015.0,66578,2,PETROL,MH-42,Manual,HatchBack,348000
Maruti Swift,2014.0,87966,3,PETROL,AP-28,Manual,HatchBack,482000
Honda City,2016.0,0,2,PETROL,HR-72,Manual,Sedan,640000
Maruti Baleno,2019.0,43697,1,PETROL,HR-10,Manual,HatchBack,579000
Hyundai Grand i10,2014.0,84367,1,PETROL,WB-08,Manual,HatchBack,312000
Maruti Swift,2011.0,91984,2,PETROL,BR-01,Manual,HatchBack,245000
Honda City,2016.0,78427,1,PETROL,KA-05,Automatic,Sedan,893000
Maruti Baleno,2016.0,78911,2,PETROL,TS-07,Manual,HatchBack,614000
Maruti Swift,2017.0,86974,1,PETROL,DL-5C,Manual,HatchBack,433000
Honda Amaze,2014.0,97980,1,DIESEL,WB-08,Manual,Sedan,267000
Volkswagen Ameo,2019.0,81362,2,DIESEL,TS-09,Manual,Sedan,852000
Maruti Alto K10,2012.0,80172,2,PETROL,AP-29,Manual,HatchBack,197300
Renault Kiger,2021.0,15991,1,PETROL,DL-3C,Manual,HatchBack,745000
Hyundai Verna,2013.0,78872,2,DIESEL,MH-03,Manual,Sedan,442200
Maruti New Wagon-R,2019.0,68678,1,CNG,HR-29,Manual,HatchBack,567000
Tata Zest,2017.0,104113,2,PETROL,,Manual,Sedan,358000
Skoda Octavia,2017.0,97370,2,DIESEL,MH-14,Automatic,Lux_sedan,1313000
Hyundai AURA,2021.0,76506,2,PETROL,MH-14,Automatic,Sedan,877000
Maruti S PRESSO,2020.0,44001,1,CNG,MH-04,Manual,HatchBack,486000
Hyundai Elite i20,2017.0,45302,1,PETROL,DL-8C,Manual,HatchBack,544000
Maruti Baleno,2017.0,76971,1,PETROL,KA-01,Manual,HatchBack,585000
Renault Kwid,2017.0,42442,2,PETROL,RJ-02,Manual,HatchBack,275000
Maruti IGNIS,2017.0,88087,2,CNG,GJ-02,Automatic,HatchBack,498000
Maruti Swift,2021.0,30176,1,PETROL,MH-05,Manual,HatchBack,620000
Maruti Swift,2014.0,66639,1,PETROL,UP-70,Manual,HatchBack,359000
Maruti Alto K10,2017.0,86555,1,PETROL,TS-15,Manual,HatchBack,315000
Renault Kwid,2022.0,19410,1,PETROL,MH-32,Manual,HatchBack,466000
Maruti Swift,2014.0,55145,1,PETROL,MH-12,Manual,HatchBack,433000
Maruti S PRESSO,2020.0,79019,1,CNG,MH-46,Manual,HatchBack,447000
Hyundai Creta,2019.0,80463,1,DIESEL,KA-04,Automatic,SUV,1274000
Maruti S Cross,2021.0,11323,1,PETROL,TN-85,Manual,SUV,877000
Maruti Dzire,2017.0,67448,2,PETROL,MH-01,Manual,Sedan,637000
Maruti S PRESSO,2019.0,21238,1,PETROL,TN-14,Manual,HatchBack,458650
Maruti Vitara Brezza,2018.0,105318,1,DIESEL,TN-59,Manual,SUV,832000
Maruti Swift,2013.0,53101,1,PETROL,KA-01,Manual,HatchBack,436000
Hyundai AURA,2020.0,882,1,PETROL,UP-32,Manual,Sedan,794000
Renault Kwid,2021.0,11389,1,PETROL,KA-04,Manual,HatchBack,523000
Maruti Dzire,2018.0,49627,1,DIESEL,HR-03,Manual,Sedan,658000
Maruti Wagon R 1.0,2014.0,84516,2,PETROL,TN-02,Manual,HatchBack,332000
Maruti Swift,2021.0,56409,2,PETROL,KA-50,Manual,HatchBack,733000
Skoda Rapid,2021.0,114377,2,PETROL,,Manual,Sedan,460000
Maruti Alto 800,2018.0,51866,1,PETROL,MH-49,Manual,HatchBack,327000
Toyota URBAN CRUISER,2021.0,48655,1,PETROL,KA-47,Manual,SUV,924000
Hyundai i10,2012.0,123059,1,PETROL,,Manual,HatchBack,214000
Maruti Wagon R 1.0,2010.0,108430,1,PETROL,,Manual,HatchBack,168000
Maruti Swift,2021.0,58703,1,PETROL,KA-02,Automatic,HatchBack,736000
Honda WR-V,2018.0,13378,1,PETROL,MH-01,Manual,SUV,670000
Maruti Alto 800,2016.0,40133,3,PETROL,TN-33,Manual,HatchBack,277000
Maruti Swift,2013.0,116936,1,DIESEL,MH-31,Manual,HatchBack,431000
Maruti Dzire,2018.0,47726,1,PETROL,MH-14,Automatic,Sedan,678350
Hyundai Eon,2013.0,96763,1,PETROL,MH-02,Manual,HatchBack,229000
Hyundai GRAND I10 NIOS,2019.0,25272,1,PETROL,TS-08,Manual,HatchBack,655000
Hyundai i10,2012.0,73615,2,PETROL,KA-41,Automatic,HatchBack,366000
Maruti Eeco,2019.0,86434,1,PETROL,GJ-01,Manual,SUV,449000
Maruti Wagon R 1.0,2016.0,42768,2,PETROL,GJ-15,Manual,HatchBack,397000
Hyundai Grand i10,2017.0,28327,1,PETROL,KA-53,Manual,HatchBack,541000
Honda Jazz,2017.0,59453,1,PETROL,MH-47,Automatic,HatchBack,583000
Maruti Wagon R 1.0,2010.0,36007,1,PETROL,MH-02,Manual,HatchBack,241000
Hyundai NEW SANTRO,2018.0,50669,1,CNG,MH-03,Manual,HatchBack,541000
Renault Kwid,2022.0,4139,1,PETROL,GJ-01,Manual,HatchBack,551000
Hyundai Elite i20,2016.0,35991,1,PETROL,MH-49,Manual,HatchBack,531000
Hyundai i20,2014.0,55829,2,PETROL,KA-53,Manual,HatchBack,473000
Volkswagen Jetta,2015.0,32226,2,PETROL,MH-04,Manual,Sedan,827000
Honda Jazz,2016.0,43371,1,PETROL,MH-47,Manual,HatchBack,519000
Maruti Ciaz,2018.0,116881,1,PETROL,,Manual,Sedan,537000
Maruti Ciaz,2015.0,99137,2,DIESEL,KA-02,Manual,Sedan,370000
Maruti Baleno,2021.0,21868,2,PETROL,RJ-45,Manual,HatchBack,630300
Volkswagen Ameo,2016.0,42175,2,PETROL,MH-02,Manual,Sedan,327000
Maruti Alto 800,2015.0,39615,1,PETROL,HR-72,Manual,HatchBack,257000
Maruti Alto K10,2017.0,45497,1,PETROL,KA-02,Manual,HatchBack,380000
Maruti Baleno,2017.0,14321,1,PETROL,TN-09,Automatic,HatchBack,674000
Maruti S Cross,2020.0,5574,1,PETROL,UP-14,Manual,SUV,1021000
Hyundai i10,2012.0,35125,2,PETROL,TN-07,Manual,HatchBack,308000
Maruti Swift Dzire,2016.0,39991,1,PETROL,TS-07,Manual,Sedan,540000
Maruti Alto K10,2016.0,65602,2,CNG,MH-14,Manual,HatchBack,310000
Maruti Dzire,2018.0,43424,2,DIESEL,GJ-27,Manual,Sedan,663000
Nissan Micra Active,2013.0,70141,1,PETROL,MP-04,Manual,HatchBack,201000
Hyundai AURA,2020.0,35860,1,PETROL,UP-53,Manual,Sedan,773000
Hyundai i10,2012.0,55483,2,PETROL,MH-14,Manual,HatchBack,281000
Honda Amaze,2019.0,66908,1,CNG,MH-06,Manual,Sedan,738000
Volkswagen Polo,2019.0,42600,1,PETROL,GJ-18,Manual,HatchBack,560000
Hyundai Grand i10,2017.0,31604,1,PETROL,DL-6C,Manual,HatchBack,497000
Honda Amaze,2021.0,71423,1,PETROL,KA-53,Manual,Sedan,615000
Maruti Ertiga,2013.0,112343,1,PETROL,,Manual,SUV,593000
Maruti Swift Dzire,2011.0,91841,1,PETROL,TN-87,Manual,Sedan,772000
Maruti Vitara Brezza,2019.0,53096,1,DIESEL,DL-1C,Automatic,SUV,846000
Maruti Alto 800,2016.0,99026,3,PETROL,WB-06,Manual,HatchBack,207000
Hyundai Elite i20,2019.0,23022,1,PETROL,TS-10,Manual,HatchBack,748000
Hyundai Xcent,2016.0,32043,1,PETROL,MH-49,Manual,Sedan,691000
Maruti Alto 800,2018.0,63556,1,PETROL,TN-09,Manual,HatchBack,341000
Renault Kiger,2022.0,15616,1,PETROL,GJ-19,Manual,HatchBack,787000
Maruti Alto 800,2013.0,104180,1,CNG,MH-14,Manual,HatchBack,261000
Maruti IGNIS,2018.0,35339,1,PETROL,TS-07,Automatic,HatchBack,574000
Hyundai Elite i20,2018.0,97017,2,DIESEL,TS-13,Manual,HatchBack,692000
Honda Jazz,2021.0,9461,1,PETROL,WB-12,Manual,HatchBack,725000
Maruti Baleno,2018.0,36488,1,PETROL,KL-41,Manual,HatchBack,625000
Honda City,2014.0,65861,3,DIESEL,TN-19,Automatic,Sedan,668000
Maruti Wagon R 1.0,2017.0,66092,1,CNG,MH-47,Manual,HatchBack,447000
Maruti IGNIS,2017.0,41720,1,PETROL,DL-2C,Automatic,HatchBack,551000
Renault Duster,2016.0,71788,1,DIESEL,DL-8C,Manual,SUV,522000
Maruti Swift,2014.0,63782,1,PETROL,KA-03,Manual,HatchBack,515000
KIA SELTOS,2019.0,83004,1,PETROL,TN-23,Automatic,SUV,1416000
Hyundai Creta,2017.0,80702,1,DIESEL,KA-41,Automatic,SUV,1098000
Hyundai Eon,2013.0,56780,2,PETROL,KA-04,Manual,HatchBack,207000
Hyundai Eon,2018.0,75074,1,PETROL,MP-04,Manual,HatchBack,332000
Hyundai i10,2011.0,49226,2,PETROL,KA-03,Manual,HatchBack,309000
Mahindra XUV500,2019.0,95338,1,DIESEL,UP-14,Manual,Lux_SUV,885000
Maruti Alto,2021.0,26771,1,CNG,HR-30,Manual,HatchBack,414000
Renault Kwid,2016.0,68988,2,PETROL,MH-48,Manual,HatchBack,289000
Maruti IGNIS,2017.0,36298,1,PETROL,TS-10,Manual,HatchBack,507000
Maruti Vitara Brezza,2018.0,81601,1,DIESEL,UP-14,Manual,SUV,713000
Volkswagen Polo,2017.0,54651,2,PETROL,TS-09,Manual,HatchBack,588000
Hyundai Elite i20,2018.0,91441,1,DIESEL,TS-28,Manual,HatchBack,757000
Honda City,2019.0,52650,1,PETROL,MH-12,Automatic,Sedan,818000
Hyundai Creta,2016.0,52891,1,PETROL,MH-47,Manual,SUV,733000
Maruti Baleno,2018.0,50874,1,PETROL,HR-26,Manual,HatchBack,559000
Hyundai Santro Xing,2013.0,37987,1,PETROL,DL-12,Manual,HatchBack,232000
Hyundai Grand i10,2018.0,24039,1,CNG,DL-8C,Manual,HatchBack,476000
Hyundai New Elantra,2019.0,24185,1,PETROL,KA-53,Automatic,Lux_sedan,1491000
Honda City,2016.0,22599,1,PETROL,DL-10,Manual,Sedan,672000
Tata Tiago,2018.0,29165,1,PETROL,MH-04,Manual,HatchBack,412000
